2.2.5;PRESIDENTE PRUDENTE;SINTETICO;;
2.2.5.1;ADMINISTRATIVO;ANALITICO;;
2.2.5.2;COMERCIAL;ANALITICO;;
2.2.5.3;OPERACIONAL;ANALITICO;;
2.2.5.4;LOGISTICA;ANALITICO;;
2.2.5.5;PRENSA FIXA JCG800;ANALITICO;;
2.2.6;ASSIS;SINTETICO;;
2.2.6.1;ADMINISTRATIVO;ANALITICO;;
2.2.6.2;COMERCIAL;ANALITICO;;
2.2.7;CAMPO GRANDE;SINTETICO;;
2.2.7.1;ADMINISTRATIVO;ANALITICO;;
2.2.7.2;COMERCIAL;ANALITICO;;
2.2.8;MARINGA CIDADE ALTA;SINTETICO;;
2.2.8.1;ADMINISTRATIVO;ANALITICO;;
2.2.8.2;COMERCIAL;ANALITICO;;
2.3;BRACOFER;SINTETICO;;
2.3.1;PRESIDENTE PRUDENTE;SINTETICO;;
2.3.1.1;ADMINISTRATIVO;ANALITICO;;
2.3.1.2;COMERCIAL;ANALITICO;;
2.4;TRANSMOVE;SINTETICO;;
2.4.1;PRESIDENTE PRUDENTE;SINTETICO;;
2.4.1.1;TRANSPORTE;ANALITICO;;
2.4.1.2;ADMINISTRATIVO;ANALITICO;;
2.4.2;DOURADOS;SINTETICO;;
2.4.2.1;TRANSPORTE;ANALITICO;;
2.4.2.2;ADMINISTRATIVO;ANALITICO;;
2.4.3;MARINGA;SINTETICO;;
2.4.3.1;TRANSPORTE;ANALITICO;;
2.4.3.2;ADMINISTRATIVO;ANALITICO;;
2.5;EKIPA CONTEINER;SINTETICO;;
2.5.1;PRESIDENTE PRUDENTE;SINTETICO;;
2.5.1.1;ADMINISTRATIVO;ANALITICO;;
2.5.1.2;COMERCIAL;ANALITICO;;
2.5.1.3;LOGISTICA;ANALITICO;;
2.6;EKIPA LOCACOES - RSE;SINTETICO;;
2.6.1;ADMINISTRATIVO;ANALITICO;;
2.6.2;COMERCIAL;ANALITICO;;
2.6.3;VEICULO, MAQUINA E EQUIPAMENTO;ANALITICO;;
2.7;EKIPA SERVICOS - G&S;SINTETICO;;
2.7.1;CONTRATOS;SINTETICO;;
2.7.1.1;APOIO;ANALITICO;;
2.7.1.2;ARCELOR RESENDE RJ;ANALITICO;;
2.7.1.3;ARCELOR BARRA MANSA RJ;ANALITICO;;
2.7.1.4;ARCELOR PIRACICABA SP;ANALITICO;;
2.7.1.5;ARCELOR JUIZ DE FORA MG;ANALITICO;;
2.7.1.6;ARCELOR CURITIBA PR;ANALITICO;;
2.7.1.7;GERDAU SAO CAETANO DO SUL SP;ANALITICO;;
2.7.1.8;TUPY JOINVILLE SC;ANALITICO;;
2.7.1.9;TUPY BETIM MG;ANALITICO;;
2.7.1.10;TRANSMOVE PRANCHA SALIONE;ANALITICO;;
2.7.1.11;SELETIVA PRENSA MOVEL;ANALITICO;;
2.7.1.12;G&G;ANALITICO;;
2.7.1.13;ARCELOR - IRACEMAPOLIS/SP;ANALITICO;;
2.7.2;CORPORATIVO;ANALITICO;;
2.7.3;G&S BARUERI;ANALITICO;;
2.7.4;G&S CAMPO GRANDE;SINTETICO;;
2.7.4.1;ADMINISTRATIVO;ANALITICO;;
2.7.4.2;COMERCIAL;ANALITICO;;
2.7.5;G&S DOURADOS;SINTETICO;;
2.7.5.1;ADMINISTRATIVO;ANALITICO;;
2.7.5.2;COMERCIAL;ANALITICO;;
2.7.6;G&S LONDRINA;SINTETICO;;
2.7.6.1;ADMINISTRATIVO;ANALITICO;;
2.7.6.2;COMERCIAL;ANALITICO;;
2.7.7;G&S MARINGA;SINTETICO;;
2.7.7.1;ADMINISTRATIVO;ANALITICO;;
2.7.7.2;COMERCIAL;ANALITICO;;
2.7.8;G&S PRUDENTE;SINTETICO;;
2.7.8.1;ADMINISTRATIVO;ANALITICO;;
2.7.8.2;COMERCIAL;ANALITICO;;
2.8;IMOBILIARIA;SINTETICO;;
2.8.1;ADMINISTRATIVO;SINTETICO;;
2.8.2;LUKA IMOVEIS;ANALITICO;;
2.8.3;RSS;SINTETICO;;
2.8.3.1;ASSIS - 17;ANALITICO;;
2.8.3.2;ASSIS - 5;ANALITICO;;
2.8.3.3;ASSIS - 6 - BARRACAO ALUMA;ANALITICO;;
2.8.3.4;P PTE - AVENIDA BRASIL;ANALITICO;;
2.8.3.5;P PTE - BARRACAO VIOTO;ANALITICO;;
2.8.3.6;P PTE - JOSE PETRIN, 777;ANALITICO;;
2.8.3.7;P PTE - CHACARA RENATO 2,4 HA;ANALITICO;;
2.8.3.8;P PTE - CONCEPT;ANALITICO;;
2.8.3.9;P PTE - SALA 304 COSMOPOLITAN;ANALITICO;;
2.8.3.10;P PTE - SALA 306 COSMOPOLITAN;ANALITICO;;
2.8.3.11;P PTE - SALA 310 COSMOPOLITAN;ANALITICO;;
2.8.3.12;P PTE - SALA 405 COSMOPOLITAN;ANALITICO;;
2.8.3.13;P PTE - SALA 411 COSMOPOLITAN;ANALITICO;;
2.8.3.14;P PTE - SALA 402 COSMOPOLITAN;ANALITICO;;
2.8.3.15;P PTE - SALA 404 - COSMOPOLITAN;ANALITICO;;
2.8.3.16;P PTE - SALA 406 COSMOPOLITAN;ANALITICO;;
2.8.3.17;P PTE - JOSE PETRIN, 760;ANALITICO;;
2.8.3.18;P PTE - JOSE PETRIN, 768;ANALITICO;;
2.8.3.19;P PTE - ESSENZA UNIDADE 16;ANALITICO;;
2.8.3.20;P PTE - JOSE ZERIAL, 200;ANALITICO;;
2.8.3.21;P PTE - JOSE ZERIAL, 200 A;ANALITICO;;
2.8.3.22;P PTE - JOAQUIM CONSTANTINO, 4264;ANALITICO;;
2.8.3.23;P PTE - JOSE PETRIN, 678;ANALITICO;;
2.8.3.24;P PTE - SOL NASCENTE - BRASPRESS;ANALITICO;;
2.8.3.25;P PTE - JOAQUIM CONSTANTINO, 4348;ANALITICO;;
2.8.3.26;P PTE - JOAQUIM CONSTANTINO, 4348 D;ANALITICO;;
2.8.3.27;P PTE - JOAQUIM CONSTANTINO, 4430;ANALITICO;;
2.8.3.28;P PTE - JOAQUIM CONSTANTINO, 4300;ANALITICO;;
2.8.3.29;P PTE - JOAQUIM CONSTANTINO, 4300 A;ANALITICO;;
2.8.3.30;P PTE - SITIO SAO GABRIEL 4,5;ANALITICO;;
2.8.3.31;P PTE - ESTANCIA SAO FRANCISCO;ANALITICO;;
2.8.3.32;P PTE - LOTE 14 DAHMA I;ANALITICO;;
2.8.3.33;P PTE - LOTE 15 DAHMA I;ANALITICO;;
2.8.3.34;P PTE - LOTE 01 - QUADRA H - DAHMA III;ANALITICO;;
2.8.3.35;P PTE - LOTE 02 - QUADRA H - DAHMA III;ANALITICO;;
2.8.3.36;P PTE - HELID COQUETTI MORETTI, 95;ANALITICO;;
2.8.3.37;P VENCESLAU - TIRADENTES, 1555;ANALITICO;;
2.8.3.38;SANTO INACIO - ITAPEMA, 135;ANALITICO;;
2.8.3.39;TRES LAGOAS - RUA 7, S/N;ANALITICO;;
2.8.3.40;VEICULO, MAQUINA E EQUIPAMENTO;ANALITICO;;
2.8.4;SALTEIRO EMPREENDIMENTOS;SINTETICO;;
2.8.4.1;P PTE - CHACARA TAKIGAWA;ANALITICO;;
2.8.5;RENATO SALTEIRO;SINTETICO;;
2.8.5.1;TRES LAGOAS - APTO 713;ANALITICO;;
2.8.5.2;P EPITACIO - RIO DO PEIXE 1-120;ANALITICO;;
2.8.5.3;ROSANA - LOTE 06;ANALITICO;;
2.8.5.4;ROSANA - LOTE 07;ANALITICO;;
2.8.5.5;ROSANA - LOTE 08;ANALITICO;;
2.8.5.6;P PTE - APTO 502 - LIVERPOOL;ANALITICO;;
2.8.5.7;P PTE - APTO 103 - LIVERPOOL;ANALITICO;;
2.8.5.8;P PTE - APTO 1304 - LONDON;ANALITICO;;
2.8.5.9;P PTE - APTO 1104 - OXFORD;ANALITICO;;
2.8.5.10;P PTE - APTO 1304 - OXFORD;ANALITICO;;
2.8.5.11;P PTE - APTO 1404 - OXFORD;ANALITICO;;
2.8.5.12;P PTE - APTO 1504 - OXFORD;ANALITICO;;
2.8.5.13;P PTE - APTO 1603 - OXFORD;ANALITICO;;
2.8.5.14;P PTE - APTO 1704 - OXFORD;ANALITICO;;
2.8.5.15;P PTE - APTO 1803 - OXFORD;ANALITICO;;
2.8.5.16;P PTE - APTO 1804 - OXFORD;ANALITICO;;
2.8.5.17;P PTE - VAGA 114 - INGLATERRA;ANALITICO;;
2.8.5.18;P PTE - VAGA 115 - INGLATERRA;ANALITICO;;
2.8.5.19;P PTE - VAGA 116 - INGLATERRA;ANALITICO;;
2.8.5.20;P PTE - VAGA 121 - INGLATERRA;ANALITICO;;
2.8.5.21;P PTE - VAGA 124 - INGLATERRA;ANALITICO;;
2.8.5.22;P PTE - VAGA 125 - INGLATERRA;ANALITICO;;
2.8.5.23;P PTE - VAGA 126 - INGLATERRA;ANALITICO;;
2.8.5.24;P PTE - VAGA 130 - INGLATERRA;ANALITICO;;
2.8.5.25;P PTE - VAGA 21 - INGLATERRA;ANALITICO;;
2.8.5.26;P PTE - VAGA 267 - INGLATERRA;ANALITICO;;
2.8.5.27;P PTE - VAGA 296 - INGLATERRA;ANALITICO;;
2.8.5.28;P PTE - VAGA 96 - INGLATERRA;ANALITICO;;
2.8.5.29;P PTE - VAGA 56/56A-M 13 - INGLATERRA;ANALITICO;;
2.8.6;GABRIEL SALTEIRO;SINTETICO;;
2.8.6.1;P PTE - APTO 23 - HEITOR GRACA;ANALITICO;;
2.8.7;GIULIANA SALMAZZO;ANALITICO;;
2.8.8;GXS;SINTETICO;;
2.8.8.1;MARINGA - LOTE 09 - QUADRA 05;ANALITICO;;
2.8.9;RSR;SINTETICO;;
2.8.9.1;P PTE - ANTONIO TREVISAN, 0, SALA 1;ANALITICO;;
2.8.9.2;P PTE - ANTONIO TREVISAN, 0, QUADRA D;ANALITICO;;
2.8.9.3;P PTE - SEBASTIAO SALUSTRIANO, QUADRA C;ANALITICO;;
2.8.9.4;P PTE - HELENA F. BORGHI, 100 SALA 01;ANALITICO;;
2.8.9.5;P PTE - HELENA F. BORGHI, 100 SALA 02;ANALITICO;;
2.8.9.6;P PTE - HELENA F. BORGHI, 100 SALA 03;ANALITICO;;
2.8.9.7;P PTE - HELENA F. BORGHI, 100 SALA 04;ANALITICO;;
2.8.9.8;P PTE - HELENA F. BORGHI, 100 A;ANALITICO;;
2.8.9.9;P PTE - HELENA F. BORGHI, 100 B;ANALITICO;;
2.8.9.10;P PTE - HELENA F. BORGHI, 100 C;ANALITICO;;
2.8.9.11;P PTE - HELENA F. BORGHI, 100 D;ANALITICO;;
2.8.9.12;P PTE - HELENA F. BORGHI, 100 E;ANALITICO;;
2.8.9.13;P PTE - HELENA F. BORGHI, 100 F;ANALITICO;;
2.8.9.14;P PTE - HELENA F. BORGHI, 100 G;ANALITICO;;
2.8.9.15;P PTE - HELENA F. BORGHI, 100 H;ANALITICO;;
2.8.9.16;P PTE - HELENA F. BORGHI, 100 I;ANALITICO;;
2.8.9.17;P PTE - HELENA F. BORGHI, 100 J;ANALITICO;;
2.8.10;S1 EMPREENDIMENTOS;SINTETICO;;
2.8.10.1;SITIO SAO RAFAEL;ANALITICO;;
2.8.11;S2 EMPREENDIMENTOS;SINTETICO;;
2.8.11.1;PROGRESSO REGENTE;ANALITICO;;
2.8.12;S3 EMPREENDIMENTOS;SINTETICO;;
2.8.12.1;SITIO SAO SERAFIM E SITIO ALBERTO;ANALITICO;;
2.8.13;S4 EMPREENDIMENTOS;SINTETICO;;
2.8.13.1;SUCESSO ROSANA;ANALITICO;;
2.8.13.2;BEIRA RIO - ÁREA I (M. 6227);ANALITICO;;
2.8.13.3;BEIRA RIO FUNDOS - ÁREA III (M. 6229);ANALITICO;;
2.8.13.4;ALMOXARIFADO - LOTE 09B (M. 8049);ANALITICO;;
2.8.13.5;PISCICULTURA CASTILHO (M. 21.802);ANALITICO;;
2.8.14;S6 EMPREENDIMENTOS;SINTETICO;;
2.8.14.1;TERRENO ANGLO;ANALITICO;;
2.8.15;S9 EMPREENDIMENTOS;SINTETICO;;
2.8.15.1;PROGRESSO ZONA NORTE;ANALITICO;;
2.9;FAMILIAR;SINTETICO;;
2.9.1;RENATO SALTEIRO;ANALITICO;;
2.9.2;GIULIANA SALMAZZO;ANALITICO;;
2.9.3;GABRIEL SALTEIRO;ANALITICO;;
2.9.4;ESPOLIO ZACHARIAS;ANALITICO;;
2.9.5;ILDA SALTEIRO;ANALITICO;;
2.9.6;GLEICE SALTEIRO;ANALITICO;;
2.10;RESULTADO NAO OPERACIONAL;SINTETICO;;
2.10.1;OPERACOES ENTRE EMPRESA;ANALITICO;;
2.11;RENDER;SINTETICO;;
2.11.1;PRESIDENTE PRUDENTE;SINTETICO;;
2.11.1.1;ADMINISTRATIVO;ANALITICO;;
2.11.1.2;COMERCIAL;ANALITICO;;
2.12;NVS SERVICOS DE ENTULHO;SINTETICO;;
2.12.1;PRESIDENTE PRUDENTE;SINTETICO;;
2.12.1.1;ADMINISTRATIVO;ANALITICO;;
2.12.1.2;COMERCIAL;ANALITICO;;
