id;filial;titulo;conta;valor_nf;Valor Oficial;observacao;credor_forn_cli_func;Dados auxiliares;data_nf;data_pagamento;Sistema;Origem
2201;G3S PRUDENTE;CTE-765;TRANSPORTE DE SUCATA;7977.6;-7977.6; REF CTE 765 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-23;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2169;G3S PRUDENTE;CTE-766;TRANSPORTE DE SUCATA;8064.0;-8064; REF CTE 766 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-23;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4363;G3S PRUDENTE;CTE-767;TRANSPORTE DE SUCATA;8716.8;-8716.8; REF CTE 767 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-23;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
1621;G3S MARINGA;CTE-144;LOCACAO DE CONTEINER E CACAMBAS;7213.8;-7213.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-26;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4353;G3S PRUDENTE;CTE-768;TRANSPORTE DE SUCATA;8467.2;-8467.2; REF CTE 768 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-26;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
1991;G3S PRUDENTE;CTE-770;TRANSPORTE DE SUCATA;7032.0;-7032; REF CTE 770 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-26;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2282;G3S PRUDENTE;CTE-771;TRANSPORTE DE SUCATA;8002.8;-8002.8; REF CTE 771 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-26;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
380;G3S PRUDENTE;CTE-81;FRETE DE TERCEIROS;2000.0;-2000;" CRISTINA- REF. A TRANSPORTE DE TRATOR DA UNIDADE DE DOURADOS/MS PARA ROSANA/SP- REGGIA_x000D_
SOLICITANTE : RENATO SALTEIRO._x000D_
CTE 081 (DOCUMENTO FISCAL)_x000D_
PAGAMENTO VIA PIX - VENC. 26/01. -  DOCUMENTO ELETRÔNICO REFERENCIADO";ANJO AZUL - AUTO SOCORRO LTDA.;-;2026-01-26;2026-01-26 00:00:00;SAGI;Saídas (Aplicações)
1997;G3S LONDRINA;CTE-146;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-27;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2295;G3S PRUDENTE;CTE-773;TRANSPORTE DE SUCATA;8721.0;-8721; REF CTE 773 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-27;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2033;G3S PRUDENTE;CTE-774;TRANSPORTE DE SUCATA;600.0;-600; REF CTE 774 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-27;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2182;G3S PRUDENTE;CTE-775;TRANSPORTE DE SUCATA;13228.8;-13228.8; REF CTE 775 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-27;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4355;G3S PRUDENTE;CTE-776;TRANSPORTE DE SUCATA;8124.9;-8124.9; REF CTE 776 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-27;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2214;G3S PRUDENTE;CTE-777;TRANSPORTE DE SUCATA;8100.0;-8100; REF CTE 777. -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-28;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4378;G3S PRUDENTE;CTE-778;TRANSPORTE DE SUCATA;8672.4;-8672.4; REF CTE 778 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-28;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2079;G3S PRUDENTE;CTE-779;TRANSPORTE DE SUCATA;8980.85;-8980.85; REF CTE 779 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-28;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2067;G3S PRUDENTE;CTE-780;TRANSPORTE DE SUCATA;9917.6;-9917.6; REF CTE 780 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-28;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4345;G3S PRUDENTE;CTE-781;TRANSPORTE DE SUCATA;9052.4;-9052.4; REF CTE 781 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-28;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4466;G3S LONDRINA;CTE-150;TRANSPORTE DE SUCATA;7254.0;-7254; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2212;G3S LONDRINA;CTE-151;TRANSPORTE DE SUCATA;8569.6;-8569.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2234;G3S LONDRINA;CTE-152;TRANSPORTE DE SUCATA;8273.2;-8273.2; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4464;G3S PRUDENTE;CTE-783;TRANSPORTE DE SUCATA;600.0;-600; REF CTE 783 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4396;G3S PRUDENTE;CTE-784;TRANSPORTE DE SUCATA;7700.9;-7700.9; REF CTE 784 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2038;G3S PRUDENTE;CTE-785;TRANSPORTE DE SUCATA;600.0;-600; REF CTE 785 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4288;G3S PRUDENTE;CTE-786;TRANSPORTE DE SUCATA;8511.8;-8511.8; REF CTE 786 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2115;G3S PRUDENTE;CTE-787;TRANSPORTE DE SUCATA;8199.1;-8199.1; REF CTE 787 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4307;G3S PRUDENTE;CTE-788;TRANSPORTE DE SUCATA;8342.2;-8342.2; REF CTE 788 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
4195;G3S PRUDENTE;CTE-789;TRANSPORTE DE SUCATA;8336.9;-8336.9; REF CTE 789 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-29;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
1990;G3S LONDRINA;CTE-153;TRANSPORTE DE SUCATA;8892.0;-8892; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-01-30;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2174;G3S MARINGA;CTE-147;LOCACAO DE CONTEINER E CACAMBAS;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-02;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2171;G3S MARINGA;CTE-148;LOCACAO DE CONTEINER E CACAMBAS;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-02;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2110;G3S MARINGA;CTE-149;LOCACAO DE CONTEINER E CACAMBAS;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-02;2026-02-05 00:00:00;SAGI;Saídas (Aplicações)
2046;G3S MARINGA;CTE-154;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-03;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2231;G3S MARINGA;CTE-155;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-03;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2236;G3S MARINGA;CTE-156;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-04;2026-02-26 00:00:00;SAGI;Saídas (Aplicações)
4229;G3S MARINGA;CTE-157;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-04;2026-02-26 00:00:00;SAGI;Saídas (Aplicações)
1982;G3S MARINGA;CTE-158;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-05;2026-02-26 00:00:00;SAGI;Saídas (Aplicações)
4292;G3S MARINGA;CTE-161;TRANSPORTE DE SUCATA;7570.0;-7570; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-09;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2082;G3S MARINGA;CTE-163;TRANSPORTE DE SUCATA;8557.5;-8557.5; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-09;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
4359;G3S MARINGA;CTE-165;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-09;2026-02-26 00:00:00;SAGI;Saídas (Aplicações)
2132;G3S MARINGA;CTE-167;TRANSPORTE DE SUCATA;7682.5;-7682.5; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-09;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
4220;G3S LONDRINA;CTE-160;TRANSPORTE DE SUCATA;7275.0;-7275; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2286;G3S LONDRINA;CTE-162;TRANSPORTE DE SUCATA;7882.5;-7882.5; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2143;G3S LONDRINA;CTE-164;TRANSPORTE DE SUCATA;7025.0;-7025; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2130;G3S LONDRINA;CTE-166;TRANSPORTE DE SUCATA;9000.0;-9000; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2238;G3S MARINGA;CTE-168;TRANSPORTE DE SUCATA;2050.0;-2050; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-26 00:00:00;SAGI;Saídas (Aplicações)
4446;G3S LONDRINA;CTE-169;TRANSPORTE DE SUCATA;8550.0;-8550; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 169;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
4225;G3S MARINGA;CTE-170;TRANSPORTE DE SUCATA;7170.0;-7170; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
4314;G3S MARINGA;CTE-171;TRANSPORTE DE SUCATA;7535.0;-7535; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
4286;G3S LONDRINA;CTE-172;TRANSPORTE DE SUCATA;7257.5;-7257.5; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 172;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
2313;G3S LONDRINA;CTE-173;TRANSPORTE DE SUCATA;8015.0;-8015; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 173;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-10;2026-02-15 00:00:00;SAGI;Saídas (Aplicações)
1998;G3S LONDRINA;CTE-174;TRANSPORTE DE SUCATA;7360.0;-7360; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 174;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-11;2026-02-25 00:00:00;SAGI;Saídas (Aplicações)
4243;G3S LONDRINA;CTE-175;TRANSPORTE DE SUCATA;7000.0;-7000; -  DOCUMENTO ELETRÔNICO REFERENCIADO, REFERENTE AO CTE 175;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-11;2026-02-25 00:00:00;SAGI;Saídas (Aplicações)
4410;G3S LONDRINA;CTE-176;TRANSPORTE DE SUCATA;8335.0;-8335; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 176;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-11;2026-02-25 00:00:00;SAGI;Saídas (Aplicações)
4414;G3S LONDRINA;CTE-177;TRANSPORTE DE SUCATA;7355.0;-7355; -  DOCUMENTO ELETRÔNICO REFERENCIADO - REFERENTE AO CTE 177;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-12;2026-02-25 00:00:00;SAGI;Saídas (Aplicações)
3461;G3S CAMPO GRANDE;CTE-6672;FRETES;11411.83;-11411.83;" CRISTINA - REF. _x000D_
TRANSPORTE EM VEÍCULO PRANCHA DA ESCAVADEIRA EHH0019_x000D_
PRUDENTE X CAMPO GRANDE/MS -  DOCUMENTO ELETRÔNICO REFERENCIADO";SANTOS & LANDES TRANSPORTES LTDA ME;-;2026-02-19;2026-02-19 00:00:00;SAGI;Saídas (Aplicações)
3791;RSE;CTE-632;FRETES E CARRETOS;3375.0;-3375; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-24;2026-02-24 00:00:00;SAGI;Saídas (Aplicações)
4214;G3S PRUDENTE;CTE-845;TRANSPORTE DE SUCATA;14946.0;-14946; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-25;2026-03-05 00:00:00;SAGI;Saídas (Aplicações)
2119;G3S MARINGA;CTE-193;TRANSPORTE DE SUCATA;7111.6;-7111.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-26;2026-03-05 00:00:00;SAGI;Saídas (Aplicações)
2227;G3S MARINGA;CTE-194;TRANSPORTE DE SUCATA;8344.4;-8344.4; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;-;2026-02-26;2026-03-05 00:00:00;SAGI;Saídas (Aplicações)
6700;G3S PRUDENTE;CTE-13507;FRETE DE COLETA;1122.0;-1122; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13507-1/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
6706;G3S PRUDENTE;CTE-13508;FRETE DE COLETA;3434.0;-3434; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13508-1/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
6708;G3S PRUDENTE;CTE-13509;FRETE DE COLETA;3876.0;-3876; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13509-1/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
6707;G3S PRUDENTE;CTE-13510;FRETE DE COLETA;430.1;-430.1; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13510-1/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
8276;G3S CAMPO GRANDE;CTE-179;TRANSPORTE DE SUCATA;10537.8;-10537.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;179-3/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
8361;G3S PRUDENTE;CTE-424023;FRETES E CARRETOS;150.0;-150;" -  DOCUMENTO ELETRÔNICO REFERENCIADOCRISTINA - CTE. 424.023 VENC. 18/03/2026 VIA BOL. -FRETE REF. A COMPRA DE ESMALTE SINTETICO RAPIDO AZUL DEL REY FOSCO_x000D_
18LTS P/ USO NAS CAIXAS 1033 E 1203, PRUDENTE_x000D_
 _x000D_
OBS: FRETE VENCIDO DIA 05/03/2026 - CONSEGUIMOS PRORROGAR O BOLETO PARA HOJE SEM JUROS -  DIA 18/03/2026";TRANSHIZZA TRANSPORTES DE CARGA E ENCOMENDAS LTDA;424023-1/57;2026-03-01;2026-03-18;SAGI;Saídas (Aplicações)
8021;G&S PRUDENTE;CTE-822;FRETES E CARRETOS;850.0;-850; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;822-1/57;2026-03-01;2026-03-12;SAGI;Saídas (Aplicações)
8277;G3S PRUDENTE;CTE-907;TRANSPORTE DE SUCATA;13583.0;-13583; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;907-1/57;2026-03-01;NAO PAGO;SAGI;Saídas (Aplicações)
8642;G3S MARINGA;CTE-145;TRANSPORTE DE SUCATA;6600.0;-6600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;145-2/57;2026-03-03;2026-03-03;SAGI;Saídas (Aplicações)
7785;G3S MARINGA;CTE-29875;TRANSPORTE DE SUCATA;7526.88;-7526.88; -  DOCUMENTO ELETRÔNICO REFERENCIADO;BELLUNO LOGISTICA E TRANSPORTES LTDA;29875-1/57;2026-03-16;2026-03-24;SAGI;Saídas (Aplicações)
8428;G3S PRUDENTE;CTE-872;TRANSPORTE DE SUCATA;11301.6;-11301.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;872-1/57;2026-03-17;NAO PAGO;SAGI;Saídas (Aplicações)
8441;G3S PRUDENTE;CTE-874;TRANSPORTE DE SUCATA;10594.4;-10594.4; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;874-1/57;2026-03-17;NAO PAGO;SAGI;Saídas (Aplicações)
8440;G3S PRUDENTE;CTE-875;TRANSPORTE DE SUCATA;11182.6;-11182.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;875-1/57;2026-03-17;NAO PAGO;SAGI;Saídas (Aplicações)
8439;G3S PRUDENTE;CTE-877;TRANSPORTE DE SUCATA;3985.0;-3985; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;877-1/57;2026-03-17;NAO PAGO;SAGI;Saídas (Aplicações)
6461;G3S LONDRINA;CTE-205;TRANSPORTE DE SUCATA;9349.6;-9349.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;205-2/57;2026-03-18;2026-04-01;SAGI;Saídas (Aplicações)
6462;G3S LONDRINA;CTE-213;TRANSPORTE DE SUCATA;7451.6;-7451.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;213-2/57;2026-03-18;2026-04-01;SAGI;Saídas (Aplicações)
8438;G3S PRUDENTE;CTE-878;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;878-1/57;2026-03-18;NAO PAGO;SAGI;Saídas (Aplicações)
8436;G3S PRUDENTE;CTE-880;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;880-1/57;2026-03-18;NAO PAGO;SAGI;Saídas (Aplicações)
8435;G3S PRUDENTE;CTE-882;TRANSPORTE DE SUCATA;11056.8;-11056.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;882-1/57;2026-03-18;NAO PAGO;SAGI;Saídas (Aplicações)
8434;G3S PRUDENTE;CTE-883;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;883-1/57;2026-03-19;NAO PAGO;SAGI;Saídas (Aplicações)
8433;G3S PRUDENTE;CTE-884;TRANSPORTE DE SUCATA;12450.8;-12450.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;884-1/57;2026-03-19;NAO PAGO;SAGI;Saídas (Aplicações)
8432;G3S PRUDENTE;CTE-885;TRANSPORTE DE SUCATA;8744.8;-8744.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;885-1/57;2026-03-19;NAO PAGO;SAGI;Saídas (Aplicações)
8373;G3S PRUDENTE;CTE-13468;FRETE DE COLETA;4340.0;-4340; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13468-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
6996;G3S PRUDENTE;CTE-13469;FRETE DE COLETA;882.0;-882; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13469-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
6995;G3S PRUDENTE;CTE-13470;FRETE DE COLETA;14.0;-14; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13470-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
6997;G3S PRUDENTE;CTE-13471;FRETE DE COLETA;1008.0;-1008; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13471-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
8509;G3S CAMPO GRANDE;CTE-164;TRANSPORTE DE SUCATA;1052.8;-1052.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;164-3/57;2026-03-20;2026-04-13;SAGI;Saídas (Aplicações)
8442;G3S PRUDENTE;CTE-873;TRANSPORTE DE SUCATA;7820.0;-7820; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;873-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
8437;G3S PRUDENTE;CTE-879;TRANSPORTE DE SUCATA;10162.6;-10162.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;879-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
8431;G3S PRUDENTE;CTE-886;TRANSPORTE DE SUCATA;11424.0;-11424; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;886-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
8430;G3S PRUDENTE;CTE-887;TRANSPORTE DE SUCATA;13015.2;-13015.2; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;887-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
8429;G3S PRUDENTE;CTE-888;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;888-1/57;2026-03-20;NAO PAGO;SAGI;Saídas (Aplicações)
6486;G3S PRUDENTE;CTE-13472;FRETE DE COLETA;2282.0;-2282; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13472-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
7103;G3S PRUDENTE;CTE-13473;FRETE DE COLETA;3220.0;-3220; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13473-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6704;G3S PRUDENTE;CTE-13474;FRETE DE COLETA;1862.0;-1862; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13474-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
